netuid,name,alpha_price,change_1h,change_1d,change_7d,liquidity_tao,flow_24h,flow_7d,emission,drawdown,score
33,ReadyAI,0.006272046,-0.4324773795899823,-0.6884306036997089,-5.327921929919629,32791.005346324,1458.309209484,0.0,0.0,11.548710413664532,0.0
35,OxMarkets,0.005255341,-0.42032968490526995,-4.406892807153648,-12.164869297103818,20623.846741078,917.543547311,0.0,0.0,14.793033519442025,0.0
39,deprecated,0.006486845,2.3922346096232374,2.667845045877179,-4.065859096931587,33753.515686482,1037.446993613,0.0,0.0,10.384737753153402,0.0
29,Coldint,0.005856205,0.4098726060044922,-0.7984799118871988,-57.35824186962419,24133.621668338,186.76431385,0.0,0.0,57.55063147829964,0.0
12,Compute Horde,0.006686244,-0.003619240360332767,-1.0929964089458608,-2.2485235475093437,29943.122246469,98.777894413,0.0,0.0,2.2485235475093424,0.0
10,Swap,0.005970924,-0.003634146304701229,0.08810413184240222,1.3747480454849208,31805.339343656,166.408815195,0.0,0.0,2.653896111859229,0.0
18,Zeus,0.006062226,0.015475258723888387,-0.7665019056966613,-12.798657419813932,23648.475654253,442.307030021,0.0,0.0,13.33608650303863,0.0
43,Graphite,0.006219254,-0.005546981405071292,-0.45262673324442354,-1.2880126417290065,30732.773364574,449.797803631,0.0,0.0,3.8119474323370497,0.0
53,EfficientFrontier,0.005926263,0.04046344059774478,-1.687528523203517,2.0601246263113655,29671.265644157,854.854259601,0.0,0.0,4.892313780829144,0.0
2,DSperse,0.006553887,0.16006937052574857,1.2568174560245986,-1.0059832447396626,22346.345219994,924.8235956,0.0,0.0,7.630271614103385,0.0
74,Gittensor,0.007474223,-1.559875137287214,-1.422057165587538,15.014234010205401,17490.031337577,912.030243105,0.0,0.0,8.174903642990158,0.0
52,Dojo,0.007165488,-0.002986448501486665,-0.002553843178119676,-1.3852060908826545,37843.249257861,51.898843893,0.0,0.0,2.257795014502441,0.0
54,Yanez MIID,0.007228895,-0.718725017088466,-2.0325060568208877,1.8140602344053143,20792.331818672,3627.340923222,0.0,0.0,14.000918872302426,0.0
81,deprecated,0.009253195,5.839644821853316,9.935223582123315,6.829336775013476,42500.695919389,3010.173419296,0.0,0.0,7.337843911933114,0.0
46,RESI,0.008351946,-1.28225161132472,-6.501250128460859,7.943041066699202,23450.442046569,4806.939607995,0.0,0.0,12.093627752293937,0.0
13,Data Universe,0.007836967,-0.09097279829191432,1.134839104981941,-2.0681979097963956,46781.516795261,737.956949635,0.0,0.0,3.2710778129277354,0.0
63,Enigma,0.008746042,-0.020987947019837267,-2.1341281922628816,2.14223208318117,29986.164920749,2057.999865492,0.0,0.0,7.31192515923293,0.0
