netuid,name,alpha_price,change_1h,change_1d,change_7d,liquidity_tao,flow_24h,flow_7d,emission,drawdown,score,ml_prob_up,ml_return_pred
11,TrajectoryRL,0.010823507,-0.3483455359383767,-5.931994877475275,-13.266398077285531,45995.333011286,2891.491915889,0.0,0.0,15.508522287281611,0.0,,
79,MVTRX,0.010816476,-1.6576628048207809,1.6891253174002312,40.2584812708187,22239.18071185,2600.667426031,0.0,0.0,6.699117267679024,0.0,,
50,Synth,0.010033449,-0.12498500647769935,5.36555844029827,4.893716360345698,30890.968242587,4221.128507978,0.0,0.0,9.143963652488479,0.0,,
1,Apex,0.010450662,-0.2830351158003211,0.016547144095956975,-4.024436677497902,57452.048739423,3129.131560448,0.0,0.0,6.086868481592575,0.0,,
28,gm,0.011506053,-0.005301276312689439,-5.4830658898121305,0.704904829664556,28732.982411167,881.52541975,0.0,0.0,11.461980416682836,0.0,,
85,Vidaio,0.01244435,-0.9269328815567186,-2.618985743128724,-2.338313201575382,38152.492561799,6355.40082285,0.0,0.0,8.993433556139916,0.0,,
93,Bitcast,0.015466248,-0.3894127996586012,-2.415853478485268,0.4477601762126554,40666.525871339,1837.659113536,0.0,0.0,8.107730541156387,0.0,,
66,ninja,0.01392415,-1.6418930383356551,-10.42716531342853,6.756140290348426,27937.734959838,11408.421304693,0.0,0.0,13.551747544021305,0.0,,
19,blockmachine,0.013749325,0.48208922969864343,1.3276415109982738,-4.5850223191793935,74276.845406745,762.806791564,0.0,0.0,6.25338965865864,0.0,,
34,BitMind,0.013555404,-0.000973771896588966,-0.1611294632555664,-1.9337111901839692,72110.989276342,158.622225488,0.0,0.0,2.3040775859080433,0.0,,
24,Quasar,0.013883493,0.0291438103302091,1.3111235634387757,-12.806648842582808,31227.508108625,5528.611981422,0.0,0.0,21.795850817260998,0.0,,
5,Hone,0.017974035,-0.002008412410631211,-1.517678977736431,-2.496521420725009,75485.410672034,513.240700552,0.0,0.0,4.344912323528219,0.0,,
17,404—GEN,0.014134129,-0.01200495818213948,-2.7366976237871357,-6.152374776745416,62109.080446169,525.020185146,0.0,0.0,7.64357751040356,0.0,,
95,Unknown,0.034638429,-0.5580313983883067,-0.620815265885948,8.922383621657419,40229.648508495,2482.033105302,0.0,0.0,17.21781825077736,0.0,,
62,Ridges,0.018976482,1.1612349502762724,-6.934096831004047,-27.5831008223246,78126.704525364,4875.477810222,0.0,0.0,28.41437808339286,0.0,,
68,NOVA,0.02078105,0.19900889961395918,3.8216061230269833,20.996318823514066,78911.634291894,3846.847255592,0.0,0.0,5.492838356822858,0.0,,
75,Hippius,0.022069836,-0.002768407907642287,-0.60400517043162,-7.511969682810215,73090.093465543,2493.035743904,0.0,0.0,10.993902675794123,0.0,,
56,Gradients,0.021447511,-0.02179265087483392,-0.10493692117308952,-1.1170460063340384,115627.711260241,373.853503786,0.0,0.0,2.4508265706070573,0.0,,
9,iota,0.02267969,-0.001891524466868979,0.6074501811091937,-4.020613674684935,95838.420420064,1455.299170027,0.0,0.0,5.805932401138144,0.0,,
3,deprecated,0.029818698,2.8718436163784924,9.769479549572084,15.169434690362994,157864.129164221,9510.829085378,0.0,0.0,1.7424912153188712,0.0,,
8,Vanta,0.034261419,-0.003896359294410484,-0.7482104638282043,-3.3229947399559756,172108.722411263,854.494439875,0.0,0.0,4.072451362253359,0.0,,
